肖申克的救赎,"['9.6', '50']"
霸王别姬,"['9.6', '50']"
肖申克的救赎,"['9.6', '50']"
肖申克的救赎,"['9.6', '50']"
憨豆先生精选辑,"['9.6', '50']"
